snake_type,id,label
nonvenemous,e82ae7b777,pituophis-catenifer
nonvenemous,0124071f58,lampropeltis-californiae
nonvenemous,37acecc0dd,thamnophis-sirtalis
nonvenemous,23c8856939,thamnophis-sirtalis
nonvenemous,40ae26e406,thamnophis-sirtalis
nonvenemous,4af1ee7c2d,storeria-dekayi
nonvenemous,3fee6efbe8,pituophis-catenifer
nonvenemous,2d29d24cdb,rhinocheilus-lecontei
nonvenemous,0d39054a9c,storeria-dekayi
nonvenemous,25f552c213,masticophis-flagellum
nonvenemous,9a9ff1f37e,thamnophis-sirtalis
nonvenemous,9685d88cba,lampropeltis-californiae
nonvenemous,95f1a02753,pantherophis-obsoletus
nonvenemous,c9cec706f3,pituophis-catenifer
venemous,d842503f72,agkistrodon-piscivorus
nonvenemous,3ae45feeeb,pantherophis-obsoletus
nonvenemous,5179b57412,coluber-constrictor
nonvenemous,ff0d5db8c9,pituophis-catenifer
nonvenemous,c47ad4521c,thamnophis-sirtalis
nonvenemous,4086ec30bf,pantherophis-guttatus
venemous,fb500e597c,agkistrodon-contortrix
nonvenemous,0fdca857ba,masticophis-flagellum
nonvenemous,16e3dff323,thamnophis-sirtalis
nonvenemous,70463ea3f3,storeria-dekayi
venemous,9de805091c,thamnophis-radix
venemous,3e2ba8887b,crotalus-atrox
nonvenemous,0a238c03e4,thamnophis-sirtalis
nonvenemous,8c27c26f9f,pituophis-catenifer
nonvenemous,447e96a831,storeria-dekayi
nonvenemous,4c173568d9,pantherophis-obsoletus
nonvenemous,5948054f6e,lampropeltis-californiae
nonvenemous,cfb9943f32,pantherophis-obsoletus
nonvenemous,0989b197e5,thamnophis-sirtalis
nonvenemous,93d698c9bb,pituophis-catenifer
nonvenemous,40ff71dcbb,storeria-dekayi
venemous,ddb3ee4efc,heterodon-platirhinos
nonvenemous,94b92dedec,pantherophis-obsoletus
venemous,14da1fc791,crotalus-atrox
venemous,e97587c12c,crotalus-atrox
nonvenemous,50e33fc24f,lampropeltis-triangulum
nonvenemous,2d146d1f12,thamnophis-sirtalis
nonvenemous,2e359108b2,pituophis-catenifer
nonvenemous,55a884982c,nerodia-erythrogaster
venemous,cc40d66bfb,agkistrodon-piscivorus
nonvenemous,a8f470944a,pantherophis-obsoletus
nonvenemous,b83f491562,lampropeltis-triangulum
nonvenemous,45cdae2a4e,thamnophis-sirtalis
nonvenemous,2c92500ad7,storeria-dekayi
nonvenemous,380f7deecf,thamnophis-sirtalis
nonvenemous,9059623576,pituophis-catenifer
venemous,276c2680f9,crotalus-atrox
nonvenemous,2fa9ef0310,storeria-dekayi
nonvenemous,d0c7913d75,pantherophis-emoryi
venemous,9ce405566f,crotalus-atrox
nonvenemous,c98b81ad8a,storeria-dekayi
nonvenemous,e3aa373714,thamnophis-sirtalis
nonvenemous,1e4f536605,thamnophis-sirtalis
nonvenemous,ec209ef519,thamnophis-sirtalis
nonvenemous,582700d0c7,pantherophis-obsoletus
nonvenemous,7727cb44a1,storeria-occipitomaculata
venemous,bc92129dc2,crotalus-atrox
nonvenemous,d92656ecc3,pantherophis-spiloides
nonvenemous,d76ff1ac44,pantherophis-guttatus
nonvenemous,3034db32e1,rhinocheilus-lecontei
nonvenemous,35b6982636,thamnophis-sirtalis
nonvenemous,1ac3b66cc3,storeria-dekayi
venemous,36534fcac5,crotalus-atrox
nonvenemous,10b1acb0b6,pituophis-catenifer
nonvenemous,54dcbb96e0,pantherophis-obsoletus
nonvenemous,731da2fb12,lampropeltis-californiae
nonvenemous,dce52386f5,thamnophis-sirtalis
nonvenemous,18b89918ca,pituophis-catenifer
nonvenemous,839899700a,thamnophis-sirtalis
nonvenemous,84614e40b8,thamnophis-sirtalis
nonvenemous,a7723f7ef4,thamnophis-sirtalis
nonvenemous,1d8ea15457,lampropeltis-californiae
nonvenemous,a487c28099,pituophis-catenifer
nonvenemous,7240b699f4,thamnophis-sirtalis
nonvenemous,8a759fc288,lampropeltis-triangulum
nonvenemous,13b138dcc4,pantherophis-obsoletus
nonvenemous,f7be9664a7,storeria-dekayi
nonvenemous,641a4f65bc,thamnophis-sirtalis
nonvenemous,bd4f7d349e,lampropeltis-californiae
venemous,000e2d0a91,crotalus-atrox
nonvenemous,ce502ba8a0,pituophis-catenifer
nonvenemous,97d93358ab,opheodrys-aestivus
nonvenemous,46f9560c99,pituophis-catenifer
nonvenemous,5888a3e522,pantherophis-obsoletus
nonvenemous,84d4a08b93,storeria-dekayi
nonvenemous,8293286f7c,thamnophis-sirtalis
nonvenemous,4c01b5b8ba,pantherophis-alleghaniensis
nonvenemous,13854590ea,lampropeltis-californiae
nonvenemous,1a019b53b3,lampropeltis-californiae
nonvenemous,7f2637a665,pantherophis-obsoletus
venemous,46d28d1bf2,crotalus-atrox
nonvenemous,ba4c35ebf2,thamnophis-sirtalis
nonvenemous,c4476648be,thamnophis-sirtalis
venemous,0e8f2965b4,crotalus-atrox
nonvenemous,e4bcba036b,pantherophis-alleghaniensis
nonvenemous,dc6f3721ba,rhinocheilus-lecontei
nonvenemous,e9b8444822,pituophis-catenifer
nonvenemous,02eda2c865,thamnophis-sirtalis
venemous,32edd9e217,crotalus-atrox
nonvenemous,0a23c6dbed,thamnophis-sirtalis
venemous,0138d2cb1a,crotalus-atrox
nonvenemous,a265b17556,thamnophis-sirtalis
venemous,5360e19610,thamnophis-marcianus
nonvenemous,6929c425fd,pantherophis-obsoletus
nonvenemous,d1006244a6,storeria-dekayi
nonvenemous,561e39734f,lampropeltis-californiae
nonvenemous,8f31a0a689,pantherophis-emoryi
nonvenemous,7012d40d2f,pituophis-catenifer
nonvenemous,7a35c857bc,thamnophis-sirtalis
nonvenemous,f77e1aa99f,lampropeltis-californiae
nonvenemous,75252599b9,rhinocheilus-lecontei
nonvenemous,4af6d73d49,storeria-dekayi
nonvenemous,cd7d579dab,lampropeltis-triangulum
nonvenemous,7b0ad73599,thamnophis-sirtalis
nonvenemous,34b33a11fa,storeria-dekayi
nonvenemous,3170f538d1,pantherophis-obsoletus
nonvenemous,8586ab31a9,rhinocheilus-lecontei
nonvenemous,08acf2e47d,thamnophis-sirtalis
nonvenemous,b1286d3868,thamnophis-sirtalis
nonvenemous,2d0f08fa36,pituophis-catenifer
nonvenemous,a0b9ba917f,nerodia-erythrogaster
nonvenemous,f40abd0edf,storeria-dekayi
nonvenemous,3bd72284b8,storeria-dekayi
venemous,8b5cd0f884,agkistrodon-contortrix
nonvenemous,f8e59232c8,lampropeltis-triangulum
nonvenemous,572c5c3520,lampropeltis-californiae
nonvenemous,957c00b573,thamnophis-sirtalis
nonvenemous,93e591cb23,thamnophis-sirtalis
nonvenemous,68a603b39d,pituophis-catenifer
nonvenemous,4f472510f3,thamnophis-sirtalis
nonvenemous,d6884444ae,thamnophis-sirtalis
nonvenemous,c0fa7df5de,lampropeltis-triangulum
